6.651891226693250614e-01,9.066608807502096745e-03,9.022420162687998513e-01,1.488904278857826169e+00
3.558113766976424008e-01,7.516274159753971729e-01,7.286139751694007405e-01,5.639687457195191600e-01
7.897746478048222052e-01,4.730229075868782607e-01,9.159129236477392411e-01,1.112866420405504542e+00
1.008548358722367588e-01,7.755233437359179138e-01,3.819806651243106144e-01,2.368345445275849837e-01
7.325434093412293013e-01,1.603652356122614586e-01,1.086338683056331522e-01,1.622014231276569518e-01
1.135597946895706700e-01,7.541709982678977964e-01,6.863453524330795918e-01,4.356967425046887055e-01
2.032378627991583420e-01,1.814747988457338090e-01,9.507031141071379254e-01,9.682153053898021611e-01
4.716365295847783079e-01,2.668616416445845907e-01,7.763686429557176139e-01,9.018604856601470932e-01
2.552528403362371856e-01,5.544398187574902659e-01,1.203749322623788309e-01,9.720606343474438860e-02
1.551450338006595819e-01,4.889015954981298373e-01,7.670479923398676458e-01,5.951042578752328005e-01
5.645233571522682015e-01,5.456930052254794772e-01,3.908958055754452321e-02,3.956578802958502644e-02
6.545944452203625863e-01,6.810840455671267613e-01,6.018907074440159599e-01,5.924064438019538414e-01
1.565711024555814790e-01,6.517190374924292096e-01,7.629585833215765112e-01,5.342408907387973249e-01
6.212419857205120355e-01,2.343396473551356829e-01,7.064220223914429164e-01,9.278491902878094333e-01
2.307509236259397412e-02,5.017547953696762653e-01,7.757647329451777818e-01,5.284921201894079434e-01
5.034411395791947852e-01,9.776717632846352313e-01,5.567062567851979171e-01,4.232123371786973287e-01
8.964189956107438961e-01,7.840746622456314929e-01,5.144833358010650892e-01,5.468806836313836461e-01
2.197272652582075159e-01,1.441267142737697737e-01,6.645550818096059853e-01,7.084669402755665590e-01
7.128121208131553699e-01,6.190635287141035281e-01,9.023144263165459034e-01,9.545611143541818944e-01
6.967424737885282715e-01,6.481673365096241035e-02,9.185087853091831178e-01,1.463606665194325807e+00
1.601257045315573890e-01,8.816382600206380538e-01,7.771167008596271408e-01,4.791319773005285887e-01
7.473432698630364523e-01,4.465181562797769788e-01,7.877497506447272979e-01,9.515741085928830501e-01
5.997900010193433218e-01,2.686988558804518368e-01,6.250191281745257621e-01,7.881297812044791851e-01
3.208427565967456596e-01,1.399010420305409896e-01,5.361278286960131645e-01,6.212298550772769046e-01
5.536140454535917188e-01,8.299441730101123627e-01,6.920923043545381681e-01,5.875831299415331666e-01
4.422589423240794737e-01,3.895586214446711271e-01,2.303088535958712768e-01,2.390435340178115597e-01
8.649394236666793079e-01,2.046098916786995847e-01,8.555417568167237308e-01,1.324523035965679219e+00
7.123749376895971430e-03,2.138703838822706427e-01,6.701660778862796874e-01,5.560232641210062221e-01
9.356594183907791518e-01,8.082006018824478000e-01,4.511359044035039290e-01,4.829361639542551488e-01
1.574079812817752444e-01,9.835827421481345700e-01,2.835984475051664955e-01,1.654778999872379697e-01
6.036647028862995867e-02,8.124974558551039117e-01,2.731818848607018291e-01,1.598197614351269669e-01
2.720777067668380678e-01,8.453954278970626790e-01,9.496685813687838484e-01,6.546305539256515038e-01
9.245366591833510395e-01,9.309667197239582803e-01,1.345395808853744324e-02,1.340915681664785891e-02
3.851350482720735657e-01,9.520043629090847448e-01,3.400396321559366886e-01,2.412908604357809628e-01
2.485167362192568508e-01,2.791727349376067480e-01,9.070552329464154351e-02,8.853172117244151318e-02
8.015956099518070088e-01,3.659757080962440234e-01,5.416070122671390319e-01,7.143295520090188200e-01
9.462104356068046229e-01,8.774452064992592781e-01,9.612847401469899467e-01,9.964937386120117369e-01
9.530888448140065750e-01,5.104858915786194551e-01,7.552662499033598875e-01,9.765745550983732093e-01
9.802140889135402269e-01,3.265788856759633818e-01,5.844486425710871957e-01,8.724196116508646792e-01
9.983418417509802856e-01,9.675333274561381813e-07,6.669399593184749397e-01,1.332772737139763963e+00
9.453874566461318851e-01,9.490182210770098381e-01,7.129088730709082222e-01,7.115808176680331609e-01
6.647974859732552755e-01,8.817637302262983923e-01,2.195367056613793943e-01,1.942242534454430847e-01
9.122126222575417387e-01,5.664332394406135229e-01,6.328891206903171085e-01,7.725950488037909292e-01
7.192386957162422156e-02,9.540972582555938830e-01,2.534332750877935636e-01,1.390213182903839995e-01
4.538344315214652980e-01,3.825096677691656177e-01,5.659174042219645706e-01,5.951135292838443114e-01
2.687999168906338721e-01,3.587880243835661620e-01,6.888807879382788935e-01,6.432584559171169447e-01
4.667741160886784701e-02,8.332132208954197150e-01,9.458987651430049715e-01,5.400631306053540470e-01
9.651833045670910050e-02,5.230629272996567547e-01,8.823524423770126024e-01,6.352433702164996809e-01
5.059979556494427211e-01,9.626583327345070717e-01,8.793376394372358629e-01,6.747382696370831656e-01
9.875143474521537179e-01,7.382493892131694047e-01,5.072876217565117640e-01,5.800326654982090879e-01
8.781446490571681585e-01,7.325917903736820502e-01,9.070179854979566469e-01,9.832154264647586794e-01
7.891140019219179402e-01,8.999238557603566058e-01,4.558694162755633217e-01,4.292816015935410623e-01
6.395583745564102918e-01,1.035941918479276191e-01,6.681970376166422865e-01,9.927091470495110759e-01
1.747135792988038228e-01,1.800875631156169110e-01,2.976548830799674583e-01,2.962993967799135708e-01
3.004198373654867193e-01,2.955417267049395003e-01,8.792805958191682869e-01,8.825913560669197411e-01
2.124997416124424499e-01,6.805361092492726582e-01,9.917516059894252445e-01,7.155446166182538592e-01
9.317508430451919565e-01,4.475243762996646835e-01,6.978354080675793769e-01,9.312756039987138967e-01
2.084481620539395674e-01,9.542490898974899105e-01,8.825578591003748752e-01,5.457469205177178928e-01
7.067299562037342442e-01,7.441791491668210412e-01,9.507464791308969376e-01,9.303330437490117122e-01
3.170357799305334456e-01,9.502749555530467518e-01,6.897205093262758213e-01,4.657736009725981785e-01
9.821322577724475034e-01,9.082191175502714042e-01,7.190262719978470773e-01,7.468771037900744370e-01
7.846344634772748350e-01,5.806048081697623431e-01,6.679362386980203237e-01,7.541556401857049119e-01
8.746971126382054873e-01,9.916897301378525542e-01,2.452502827897342641e-01,2.308441872559114649e-01
1.124624665523650258e-01,8.889920662534293028e-01,7.853302759816861434e-01,4.624955665428539531e-01
1.501828203349618862e-01,6.259938183300133296e-01,4.411695461127040918e-01,3.120710712879335991e-01
9.066872464393187503e-01,8.707323317384949579e-01,2.642051611149015544e-01,2.692831051212339344e-01
9.108807824059313996e-01,6.593833529677480820e-01,3.736445029661930040e-01,4.302743539597214673e-01
8.954228366299510355e-01,9.518737366314051762e-01,2.684848287867042105e-01,2.607198745597454348e-01
8.232225347657883274e-01,4.748174525680165514e-01,1.501413169187196806e-01,1.856101119016267398e-01
1.264957171548877213e-01,9.190026632270854590e-01,4.703713550488658468e-01,2.761180727304629046e-01
1.178238594123769412e-01,6.197180973581662977e-01,9.849899750197680381e-01,6.797758802318456528e-01
1.580243166252156550e-01,1.033688343925381892e-01,8.767753056666783840e-01,9.202064554755254866e-01
5.598472718049473107e-01,6.789130558605153132e-01,5.352823422893693284e-01,4.973209889284483931e-01
7.805101417695665678e-01,5.672522982589467411e-03,2.612524294481186615e-01,4.625388380053876980e-01
1.383365667695986012e-01,6.871352070289583613e-01,3.299980476785886463e-01,2.226548548510416670e-01
5.706565162902632604e-02,5.007396735838358648e-01,2.590490049976675868e-01,1.824645607041142370e-01
6.727836182979111124e-01,2.177344036656670978e-01,7.153828639539873135e-01,9.827107881907437559e-01
2.638893985961250355e-01,1.009794140691657738e-01,5.545780557803853261e-01,6.366379938061639265e-01
8.670199143938929209e-01,8.416241829137263153e-01,6.191260277230253850e-01,6.276636862194293620e-01
