3.399715697577958551e-01,5.932446221066831615e-01,4.894176542482427950e-01,9.801268388649035934e-01,7.213776179688236034e-01,8.557903512312295957e-01
2.904475073299497279e-01,8.646885218824765795e-01,7.438929693169481494e-01,3.128521458455246762e-01,4.168027374617266911e-02,3.115344179166964489e-01
6.680142655343199731e-01,3.760090105393526505e-01,3.883773591755589338e-01,2.969238613156718332e-01,9.485724782434747926e-01,6.797572071064537091e-01
6.290299962589375182e-01,2.517512521800394643e-01,2.977018329346159398e-01,9.574548682665835475e-01,8.751486699065731401e-01,1.225424601169634586e+00
5.920698658210821197e-02,5.808119315168125407e-02,9.464600808400424059e-01,3.913500988964850880e-01,3.022406089670357510e-01,3.982110843838100323e-01
2.446671633214337893e-01,5.282987857396395093e-01,3.646283426345731105e-02,5.326859244175321528e-01,7.094269849587627741e-01,5.140569462195802020e-01
6.174449602890147437e-01,7.311918331594984277e-01,7.078093365094120237e-01,3.236904320920480638e-01,1.859056354056898286e-01,3.589666022507541632e-01
6.430124763076202621e-01,3.803522660712805870e-01,7.933274729382435719e-01,9.347297393604178106e-01,2.340447497720617998e-01,9.651678173406156303e-01
5.343129629482046283e-02,9.487538260813135338e-01,6.375571896858652776e-01,7.414648291425510740e-01,3.625511678434738538e-01,5.926510531463826670e-01
3.099560077326813934e-01,7.148748236837543235e-01,4.988104486110522817e-01,7.410635311674651504e-02,9.553030666999784426e-01,2.174440623082351531e-01
6.340559192564479973e-01,1.027708155059982031e-01,4.523725386967598627e-01,2.964941533779904548e-01,6.205584079762687111e-01,6.170117333545512839e-01
2.374659749421257349e-01,1.905809491141491341e-01,6.443274093657946899e-01,9.616467160491912747e-01,6.810659228727956593e-01,9.826470042792614379e-01
8.398590345276526481e-01,3.841969802491148611e-01,9.507339594124905036e-01,8.257012508084926594e-01,8.696153294214986618e-01,1.137702230634436207e+00
1.199429866825091340e-01,8.788390344374420460e-01,4.975441000936325908e-01,9.348237488122367322e-01,1.689694048674030835e-01,8.521600441689757277e-01
9.886895084825593205e-01,3.209575025612895205e-01,6.113504197102350712e-01,8.542393585619516561e-01,1.357086554336462969e-01,9.156362171744333311e-01
7.914433935755120775e-01,9.468265915906206587e-01,5.603592015162887074e-01,7.572630232993179389e-01,7.755551251247636557e-01,7.746591700075522446e-01
7.233842496389094601e-01,9.237976793914581819e-03,3.120136318885199378e-01,5.380952731062238481e-02,1.636636310236919689e-01,1.585543632627233746e-01
8.627549659028289630e-01,7.771512448970141484e-01,7.255350621015821400e-02,7.054218520251588354e-01,5.769671737732264827e-01,8.157303876128978448e-01
1.981736995647526145e-01,7.062281759051529662e-01,4.461564093994496716e-01,7.233682390041400456e-01,7.359333082374895918e-01,5.755154894887668515e-01
2.785771205136788886e-03,8.316689471848200954e-01,4.125387417630809184e-01,3.246846579823498002e-01,5.946562930519205814e-03,3.235284724871057005e-01
8.981577151703182826e-01,9.945574140623335557e-01,2.011517976138278430e-01,9.037919958583587876e-01,6.125519269084119811e-01,8.943879486330625905e-01
9.708298353251515467e-01,7.446614268300897344e-01,5.163520818757612041e-01,3.232181175657459216e-01,8.719900284785921940e-01,6.884464104816335750e-01
8.093926267298603427e-01,6.907739896826872172e-01,8.292174529652766024e-01,5.218184074252800730e-01,2.088752632749325544e-01,5.645058459562967146e-01
2.099051773717586222e-01,7.908971972428178177e-01,4.621879025961591614e-01,3.704049224595492573e-01,2.377102749034427642e-01,3.525436565267733302e-01
7.839619436682112585e-01,1.269967225105512743e-01,9.812471490313013911e-01,9.700863560088491822e-01,9.968683545403520530e-01,1.553866098786626182e+00
4.082876930848958752e-01,7.505946153012525990e-01,1.904207704461393647e-01,4.253660553687199641e-02,1.200998262225673185e-01,7.275829533492622625e-02
2.105292103459549535e-01,7.490159599833441373e-01,3.191154815326953109e-01,3.838178659080104804e-01,5.472833857033310156e-02,3.797547656794319493e-01
5.056187362401610708e-01,5.524508202777536070e-01,9.779138124671935550e-01,3.206220592732471619e-01,8.072554816964457869e-01,4.814295973697425013e-01
7.777147347825285051e-01,2.772362019185790061e-01,3.209055542804453154e-01,4.465392999608366331e-01,9.272129746374430104e-01,9.197864065796541588e-01
4.097062560947994925e-02,1.694544661093599913e-02,9.635982894720245273e-01,1.724021733754951269e-01,2.736769299626939933e-02,1.731093124936047556e-01
5.859511176480473038e-01,2.643203234504862831e-01,5.437832235691064664e-02,2.901860014822938982e-01,7.229836461704599593e-01,5.883030832063148585e-01
6.532242286512957019e-01,5.136347423377434218e-01,5.505331310623156060e-01,7.188790382789915778e-01,4.976415745834301685e-01,7.983471476030202796e-01
9.430065689763494907e-01,7.183881606051250035e-01,5.002000163339592742e-01,4.136680969307030553e-01,4.874487619510343706e-01,5.945280999033850655e-01
8.864414053052991349e-01,9.620528748095243943e-01,5.038900777087467198e-01,5.648395322623843695e-01,5.182775223717472901e-01,6.474148413641511723e-01
1.661770196797343058e-01,6.524730423508385835e-01,4.752658655702690638e-01,8.411065668545397722e-01,9.495526669970578704e-01,6.178186900424068595e-01
2.267284258104282912e-01,8.249740972189489874e-02,4.452341484396171722e-01,9.794154455719940033e-01,9.503310032177570976e-01,1.105899580737529142e+00
5.618279211569955356e-01,2.200107703914200297e-01,1.173551668365671041e-01,6.145140921876828255e-01,2.886563682254098540e-01,7.173431195540690419e-01
9.130888538276648037e-01,4.324522665838048674e-03,8.893262766498698513e-01,9.547189041705583801e-02,4.168101107100015135e-01,4.061903682717614150e-01
3.980899764108534189e-01,3.104217196864128558e-01,7.961255067663083329e-01,9.907790409619658956e-01,6.518615048204260409e-01,1.017700898853815650e+00
9.624038179493051848e-01,7.830050701532896840e-01,4.784297205653187390e-02,3.764349245479379213e-01,9.304229753328071562e-01,7.305704047374301791e-01
5.760240578873421224e-02,8.373797681006959204e-01,6.276412684983919688e-01,4.059991166091262427e-01,3.840880840677701746e-01,3.338953452460797777e-01
6.195281655661801778e-01,7.426722479715670566e-01,7.212267593605480309e-01,5.571823026472751961e-01,7.111557794985019498e-01,6.286373121828400246e-01
4.874258006027041290e-01,1.598582984091099224e-01,1.259607653988794596e-01,2.233859300495997235e-01,3.776825749214159922e-01,3.714043399216212515e-01
6.201030818214371410e-01,2.480873486691936858e-02,1.912206809648158146e-01,5.536561518619630418e-01,6.291736191686018165e-01,9.152069994070191061e-01
9.758900750254180245e-01,8.022756855189403513e-01,3.596206016024631191e-01,7.212775066668044577e-01,8.520623814712737776e-01,9.073080393850131431e-01
2.744644042492911939e-01,5.739981155409281666e-01,9.929989110300534438e-01,5.065837870946231503e-01,7.411204743261031735e-01,4.871618219310420717e-01
1.856811942404190674e-02,5.682024807132018962e-01,3.354198235242621395e-01,6.711466093488693829e-02,5.723818911967470946e-02,6.613857718408221176e-02
4.239891913302806792e-01,9.659374976829836479e-01,8.944060241407575385e-01,6.064472228984194579e-01,8.134893392786899380e-01,5.259741915565681047e-01
5.689774175853756777e-02,6.736659274916811935e-01,5.734019569290481622e-01,5.182194709960454837e-01,5.120947476194726011e-02,5.065231536398475676e-01
2.124995206894286781e-01,4.595921135197262863e-01,8.377418001531299341e-01,3.752873511222720726e-02,4.263453485334889326e-01,8.993758824327612034e-02
1.788180709053982520e-01,6.031111722500517303e-01,8.659318815931476010e-01,6.801055663726672806e-01,8.211094021942448862e-01,5.519403673991829518e-01
8.018766273106793241e-01,1.316156457894507303e-01,8.205715380514893020e-01,6.938704174250173162e-01,1.847262988442202047e-01,7.850608827632062914e-01
5.930258090708838692e-01,6.306651615244892595e-01,4.547276467809557854e-01,7.471390007878497830e-02,1.820329083788706503e-01,1.376789756785901375e-01
1.179758066148909323e-01,1.777893485873690560e-01,7.469878833329347545e-01,6.528918538097081559e-01,2.127800606271967876e-01,6.486875191885260739e-01
7.506858062602059789e-01,3.846185083331985499e-01,9.398649173939799262e-02,8.786420214254342387e-01,5.455104331573012999e-02,8.961654102608542782e-01
2.335607664836913955e-02,9.193533068186832136e-01,6.727490283753643219e-01,9.810640259674414665e-01,2.020049953386181540e-01,8.625952057702263032e-01
9.749082712128805950e-01,2.108959759177968518e-01,4.934802160355131750e-01,1.626410319980275965e-01,6.142286990815948311e-02,2.054753519068658330e-01
3.271484681686007701e-01,2.199841725942970339e-01,3.790398919689565993e-01,9.633534184973564507e-01,3.617446119586658071e-01,9.897276415058345878e-01
2.918813751338109608e-01,1.035192783353894308e-01,6.464326028716309569e-01,9.851194608509007411e-01,3.104969917074931196e-01,1.026560942448241809e+00
2.068603983112604627e-01,6.057006706121845774e-01,5.189484768301245721e-01,7.726788826379873409e-01,9.210133433278542281e-01,6.184615137116598049e-01
9.845061851698954092e-01,5.431625213116648698e-01,2.068160337935129878e-01,8.273781054729367757e-01,9.625604787521347960e-01,1.161749737025995488e+00
4.080571943761769349e-01,7.439263371394985169e-01,5.234711426784732780e-01,5.192690481951833803e-01,9.378038104058361579e-02,5.161923286143248468e-01
