1.394882821122184202e-01,6.545803176825660818e-01,1.547702389020525482e-01,4.153293768651757922e-01,4.442792926172807189e-01
8.676240221289751586e-01,8.116128965888500524e-01,3.012310907354142087e-01,3.295218983861135653e-01,1.418992377220668288e+00
5.277599843185538653e-01,8.252429678727126738e-01,6.292528577194195227e-01,3.040315529163728492e-03,4.847506639202570966e+00
5.397097267875059501e-01,5.243564281946383465e-01,2.670594286262221173e-01,5.272798148498758497e-02,1.349963100928328164e+00
7.788509761297102152e-01,1.520972599724214058e-01,2.689179200674799430e-01,6.315762014825381243e-01,1.014355250888833160e+00
3.214018928881964277e-01,1.213374384851637622e-01,6.026687207655258005e-01,1.458800858136677370e-01,9.310404965317580217e-01
3.804935409400534985e-01,2.434261432494966293e-02,7.402110717124781303e-01,3.395460343085539012e-01,6.893431037516282167e-01
6.384676482004977283e-01,9.881661057718527097e-01,7.273156344362197157e-02,6.704172689836025434e-01,8.186299645590693341e-01
2.823026523743999983e-01,3.900782134114415545e-01,3.639863487121205443e-01,4.102104414209429839e-01,7.377716414214490204e-01
3.983998789408670360e-01,3.107821919008403322e-01,9.216539394172377220e-01,9.112139747237928411e-01,9.995887440151243197e-01
6.917342762969466152e-01,1.777504099657897241e-01,5.638559153657897172e-01,4.806854878441435552e-01,1.136825518009787928e+00
1.664764915360721353e-01,5.076631586703664878e-01,5.539596191130423675e-01,5.010689877540652759e-01,7.819818917340430886e-01
3.460328001935841780e-02,4.569381546863557908e-01,5.900581150965445998e-01,7.354325556016862997e-01,5.800116565937211144e-01
6.654566601078233390e-01,5.297981492880127208e-01,3.868853996606858026e-03,1.126188399271811358e-01,7.029748413733889478e-01
8.257566630414998610e-01,7.558538603558953017e-01,3.164849725220176824e-01,3.994274128939591106e-01,1.347658877363807406e+00
7.180834563940240445e-01,5.969924077099688642e-01,2.396809984168292162e-01,8.805305788148961588e-01,1.026059980415059192e+00
7.076725754700361470e-01,2.171367703370929991e-02,8.566090250100494297e-01,2.044920993114155428e-01,1.095728631176828172e+00
8.852039472518108409e-01,5.928539246228097248e-01,7.456803549433038691e-01,3.829732017009457312e-02,2.747213880453781787e+00
2.413969428956402874e-01,5.576254424458232384e-01,2.791517587011982382e-02,6.120795995668260048e-01,3.224480389168476457e-01
