8.986405317273599147e-01,9.607500058403121157e-01,7.938629301115285308e-02,1.722636788707543554e+00
6.024597518012159147e-01,5.871893550954132568e-01,2.806949524697074372e-01,9.289090306809559827e-01
1.239559836909793766e-01,3.532683875415889574e-01,8.710342301074496252e-01,2.550591344366598401e-01
3.510489279238905302e-01,3.279319405593902337e-01,1.258303151271671361e-01,6.030934318966061358e-01
5.308086817769486210e-01,4.985764772969922820e-01,7.763773315939314079e-01,5.794856423608381046e-01
6.974079215080176697e-01,2.285623531313540902e-01,3.808653987512630179e-01,6.705724362973685126e-01
4.824492792252869089e-01,2.629944062053524156e-03,3.675491439535620852e-01,3.547069773924060865e-01
7.615183166025106809e-01,1.728394045747257968e-01,8.053910756243090052e-01,5.175375760922785728e-01
9.219871530564118789e-01,6.039172367191120161e-01,8.865729892337338436e-01,8.088234054465595069e-01
9.621736299426727479e-01,8.561203875667365848e-01,6.786429565189027180e-01,1.083192831714558935e+00
6.918009349691907062e-01,9.725834738732247464e-01,6.216433269738135259e-01,1.026356647702773239e+00
3.259022687736110591e-01,2.311558102611788179e-02,6.249065856223430249e-01,2.147925627774191770e-01
9.379542888599813333e-01,6.241102790792565358e-01,1.744883589214697439e-01,1.329995785887293502e+00
1.963819320118805889e-01,4.675229143829774392e-01,8.797202881765237015e-01,3.531934248786013919e-01
6.033183229881490250e-01,1.977562262818725047e-01,8.529048929421784164e-01,4.323344130189091805e-01
7.502188959852245098e-01,1.608845860454384269e-01,3.882768865417198789e-01,6.562836930176628725e-01
4.130389014568852657e-01,4.106038741847531925e-01,2.305642130763475572e-01,6.693212486511156412e-01
9.498626312901423674e-01,4.276506117665905826e-01,7.334700452858163855e-01,7.946565023162006636e-01
5.683641546069000405e-01,3.881766671056169349e-01,2.415344551064648737e-01,7.704504838977594972e-01
6.736802919361324360e-01,7.598881078082145857e-01,5.117781793199971396e-01,9.482663656312138034e-01
9.360612612342525951e-01,6.535496182830281553e-01,1.799095176481469993e-01,1.347231169628812397e+00
6.020537954849599638e-01,1.946193073503592608e-01,1.077986649600031210e-01,7.191497228100405259e-01
1.348593563703281983e-02,4.736851021927520611e-01,1.670305395222104750e-01,4.174449779431099739e-01
8.402929003465758884e-01,2.961043962395922824e-01,4.971089907332406632e-01,7.590611663013215882e-01
8.924345521390417701e-01,6.579037691208459160e-01,5.534308665110453385e-01,9.980092160405545920e-01
7.794835411562828220e-01,7.162560424475894472e-01,1.834530916563471559e-01,1.263877372199393889e+00
7.082748541179220148e-01,8.133505004642342939e-01,1.844432631589046911e-01,1.284675595624553912e+00
1.069513141112885535e-01,8.677353906516960258e-02,2.653903890028093127e-01,1.530949301180665745e-01
8.189975170359580225e-01,2.206583125724251859e-01,9.722094279217932122e-01,5.271528545038524083e-01
5.986437537095506967e-01,5.634334934761905389e-01,2.027438434865991290e-01,9.661884810127394640e-01
8.804279449152334625e-01,6.531984210920770417e-01,6.936533385763121728e-02,1.434146327219064654e+00
