6.768241561603853818e-01,7.670313386263816202e-02,2.256167202767030977e-01,2.144898209677988943e-01,1.308077127555456798e+00
7.999761881273187436e-01,8.487568259076816446e-03,3.513811240062036934e-01,3.442257282393005324e-01,1.607917425727318772e+00
4.197498800392223117e-01,4.364066830290944665e-01,8.814635247418718400e-01,3.433926787041545747e-01,3.769931027841281201e-01
3.962338204276834031e-01,1.401142567873906453e-01,5.989033685752997993e-02,1.696854106540353069e-01,4.866310259570082453e-01
7.382400956274118853e-01,7.782206041648892514e-01,5.864164189787820503e-01,5.227362908738444336e-01,6.933891314705034059e-01
6.422739800919029518e-01,6.529313572060795323e-01,5.503221956028577777e-01,9.768367888739289961e-01,6.362699155033831877e-01
8.487049833161630641e-01,6.218432253236203522e-01,2.725676117883190086e-01,9.445569803373909945e-02,1.503352282201612544e+00
9.645096184460347777e-01,8.225403304414913297e-02,9.329251009604606626e-01,5.901514569908016261e-01,2.359199695601624125e+00
3.394689070327248093e-01,3.363821350759030882e-01,1.207974151471796764e-01,2.799500084521954202e-01,3.408008379570867663e-01
1.045994052602633451e-01,3.149828016336656544e-01,7.322033285812958869e-01,6.676066909560669504e-01,-1.261403778929591490e-01
2.411253143213126782e-01,3.998867512445669625e-01,1.511533849133134266e-01,4.913909446544380000e-01,1.922898018933678066e-01
1.826071687568078250e-01,1.747832460800575749e-01,6.065110199914555134e-01,7.332836498588990448e-02,2.473201256585903507e-01
2.790929816208701508e-01,1.565911365747254536e-01,5.417246986932329200e-01,7.029563360155378637e-01,3.734975295237160098e-01
3.344351845068552764e-01,3.579899703547463341e-01,2.208458619893157726e-01,5.556337882326914945e-01,3.250729443142686970e-01
7.743126232629112815e-01,1.634559114785583134e-01,7.493270751012112152e-01,7.941971775012885981e-01,1.350657498458051498e+00
2.660497948585694994e-01,1.039403501325745216e-01,6.545330966007323337e-02,4.956401446956585355e-01,2.874576646569054761e-01
5.982548976685488906e-01,8.043483681061865953e-01,9.243393174351621777e-01,9.931165327208058002e-01,4.064342084385921816e-01
3.415420368537501750e-01,1.636210016226454789e-01,9.537128955190889990e-01,5.186935184615051320e-01,6.686823994079507116e-01
3.700328399963189741e-01,7.953558601831831609e-01,9.219291417317881931e-01,7.781877835117754216e-01,-1.338528483527249291e-01
5.192596980977849386e-01,9.385077099147216551e-01,8.750201105425469139e-01,3.056948421329160892e-01,-6.807947061086571106e-01
4.292205251950120815e-02,4.794219899637675031e-02,3.972887110076527284e-01,5.337268454470649459e-01,3.918522058031537192e-02
1.402152939451373204e-01,4.129932566135947614e-01,6.574749736899435648e-01,5.326336059660267130e-01,-1.964977519832483699e-01
6.251108146248753883e-01,8.966196055491357786e-01,9.632334685248368222e-01,8.083459483406543189e-01,3.015781056976979957e-01
2.565628843730098918e-01,4.465849053093340348e-01,7.148154297447910643e-01,4.483278153369987251e-01,-4.640888741962612141e-02
5.260542489116757370e-01,7.273239502177295535e-01,5.931943394850036633e-03,4.428827085604057912e-01,5.233584550769452282e-01
5.678923882798369016e-01,8.035942992813163155e-01,6.284926818668213899e-01,9.488366780471108042e-01,4.117675992683612618e-01
7.985902046205424210e-01,3.229015418182418218e-01,8.623689192254669900e-01,4.064814114301016357e-01,1.807785475285874188e+00
8.884606497716458495e-01,4.149637344212256940e-01,5.947577246750829216e-01,4.047037663571263488e-01,1.584317647964188946e+00
5.554977193147058179e-01,8.080032246375361549e-01,9.035871870298676223e-01,9.095054632426604613e-01,3.046353017864483204e-01
5.984139529332452856e-01,3.414126007302121790e-01,5.151460160221583706e-01,4.600349504133920409e-01,8.862034406248437968e-01
2.260756130862647817e-01,6.506232882699976017e-01,3.031397887160284244e-01,4.010706504058947353e-01,-9.480873091854480350e-02
5.017923252621062646e-01,6.824224388766444438e-01,9.079466932939654900e-01,3.660352864200989709e-01,5.374122076447201968e-02
1.656531682199182676e-01,8.472876904329551540e-01,6.912486166982488855e-01,4.094214118929826451e-01,-9.851877670282205290e-01
1.931630730943699747e-01,5.895415509390141695e-01,5.351982151920795516e-01,2.049823527025509406e-01,-8.417604268365915798e-01
1.841196115167955671e-01,1.413739276370464815e-01,7.091964909519331561e-01,4.531063558640771038e-01,2.510246297724931241e-01
9.935718645973029561e-01,6.051875532804827929e-01,4.909032651982583317e-01,9.181304905464986454e-01,1.201232026785923779e+00
4.058625138991147629e-01,3.531889483694499177e-01,1.422431781916511095e-01,7.707247089648314731e-01,4.155838259064706941e-01
7.679308078868374299e-02,9.986133350866570613e-01,3.914372739834749426e-01,2.271690531618720810e-01,-1.511604645146437775e+00
